contexts,query,answers,graph,depth,query_type,query_state,calculation_time
"If grey event is False, then red event is True with probability of 17%. If grey event is False, then red event is False with probability of 83%. If grey event is True, then red event is True with probability of 91%. If grey event is True, then red event is False with probability of 9%. If red event is False, then pink event is True with probability of 36%. If red event is False, then pink event is False with probability of 64%. If red event is True, then pink event is True with probability of 2%. If red event is True, then pink event is False with probability of 98%. If blue event is False, then grey event is True with probability of 92%. If blue event is False, then grey event is False with probability of 8%. If blue event is True, then grey event is True with probability of 66%. If blue event is True, then grey event is False with probability of 34%. blue event is true with probability of 29%. blue event is false with probability of 71%. ",What is the probability that pink event is True and grey event is False and blue event is False given that red event is False?,0.082791078850319,"('grey event',) -> red event | ('red event',) -> pink event | ('blue event',) -> grey event | () -> blue event",4,n1n2n3|n0|,tfff,0.3713999999988004
"If grey event is False, then blue event is True with probability of 3%. If grey event is False, then blue event is False with probability of 97%. If grey event is True, then blue event is True with probability of 94%. If grey event is True, then blue event is False with probability of 6%. If orange event is False, then yellow event is True with probability of 46%. If orange event is False, then yellow event is False with probability of 54%. If orange event is True, then yellow event is True with probability of 85%. If orange event is True, then yellow event is False with probability of 15%. If grey event is False, then orange event is True with probability of 78%. If grey event is False, then orange event is False with probability of 22%. If grey event is True, then orange event is True with probability of 42%. If grey event is True, then orange event is False with probability of 58%. grey event is true with probability of 90%. grey event is false with probability of 10%. ",What is the probability that yellow event is True given that blue event is False?,0.7139907284768212,"('grey event',) -> blue event | ('orange event',) -> yellow event | ('grey event',) -> orange event | () -> grey event",4,n1|n0|,tf,0.3801999999986094
"If black event is False, then red event is True with probability of 72%. If black event is False, then red event is False with probability of 28%. If black event is True, then red event is True with probability of 50%. If black event is True, then red event is False with probability of 50%. If cyan event is False, then purple event is True with probability of 60%. If cyan event is False, then purple event is False with probability of 40%. If cyan event is True, then purple event is True with probability of 16%. If cyan event is True, then purple event is False with probability of 84%. If black event is False, then cyan event is True with probability of 98%. If black event is False, then cyan event is False with probability of 2%. If black event is True, then cyan event is True with probability of 24%. If black event is True, then cyan event is False with probability of 76%. black event is true with probability of 69%. black event is false with probability of 31%. ",What is the probability that red event is True given that purple event is False and cyan event is False and black event is True?,0.5,"('black event',) -> red event | ('cyan event',) -> purple event | ('black event',) -> cyan event | () -> black event",4,n0|n1n2n3|,tfft,0.3425000000003564
"If cyan event is False, then black event is True with probability of 16%. If cyan event is False, then black event is False with probability of 84%. If cyan event is True, then black event is True with probability of 61%. If cyan event is True, then black event is False with probability of 39%. If black event is False, then orange event is True with probability of 4%. If black event is False, then orange event is False with probability of 96%. If black event is True, then orange event is True with probability of 9%. If black event is True, then orange event is False with probability of 91%. If pink event is False, then cyan event is True with probability of 59%. If pink event is False, then cyan event is False with probability of 41%. If pink event is True, then cyan event is True with probability of 57%. If pink event is True, then cyan event is False with probability of 43%. pink event is true with probability of 56%. pink event is false with probability of 44%. ",What is the probability that black event is False and orange event is False and cyan event is False and pink event is True?,0.1941811199999999,"('cyan event',) -> black event | ('black event',) -> orange event | ('pink event',) -> cyan event | () -> pink event",4,n0n1n2n3||,ffft,0.3762999999992189
"If pink event is False, then orange event is True with probability of 26%. If pink event is False, then orange event is False with probability of 74%. If pink event is True, then orange event is True with probability of 48%. If pink event is True, then orange event is False with probability of 52%. If white event is False, then grey event is True with probability of 20%. If white event is False, then grey event is False with probability of 80%. If white event is True, then grey event is True with probability of 76%. If white event is True, then grey event is False with probability of 24%. If pink event is False, then white event is True with probability of 75%. If pink event is False, then white event is False with probability of 25%. If pink event is True, then white event is True with probability of 75%. If pink event is True, then white event is False with probability of 25%. pink event is true with probability of 62%. pink event is false with probability of 38%. ",What is the probability that orange event is False and grey event is True?,0.374232,"('pink event',) -> orange event | ('white event',) -> grey event | ('pink event',) -> white event | () -> pink event",4,n0n1||,ft,0.3755000000005282
"If pink event is False, then grey event is True with probability of 78%. If pink event is False, then grey event is False with probability of 22%. If pink event is True, then grey event is True with probability of 44%. If pink event is True, then grey event is False with probability of 56%. pink event is true with probability of 96%. pink event is false with probability of 4%. If grey event is False, then orange event is True with probability of 56%. If grey event is False, then orange event is False with probability of 44%. If grey event is True, then orange event is True with probability of 59%. If grey event is True, then orange event is False with probability of 41%. If grey event is False, then blue event is True with probability of 53%. If grey event is False, then blue event is False with probability of 47%. If grey event is True, then blue event is True with probability of 23%. If grey event is True, then blue event is False with probability of 77%. ",What is the probability that pink event is False given that grey event is True and orange event is True and blue event is False?,0.0687830687830687,"('pink event',) -> grey event | () -> pink event | ('grey event',) -> orange event | ('grey event',) -> blue event",4,n1|n0n2n3|,fttf,0.3038000000010754
"If black event is False, then purple event is True with probability of 97%. If black event is False, then purple event is False with probability of 3%. If black event is True, then purple event is True with probability of 50%. If black event is True, then purple event is False with probability of 50%. If purple event is False, then yellow event is True with probability of 70%. If purple event is False, then yellow event is False with probability of 30%. If purple event is True, then yellow event is True with probability of 32%. If purple event is True, then yellow event is False with probability of 68%. If blue event is False, then black event is True with probability of 82%. If blue event is False, then black event is False with probability of 18%. If blue event is True, then black event is True with probability of 97%. If blue event is True, then black event is False with probability of 3%. blue event is true with probability of 24%. blue event is false with probability of 76%. ",What is the probability that purple event is True and yellow event is True and black event is True?,0.13696,"('black event',) -> purple event | ('purple event',) -> yellow event | ('blue event',) -> black event | () -> blue event",4,n0n1n2||,ttt,0.3528999999993232
"If blue event is False, then purple event is True with probability of 10%. If blue event is False, then purple event is False with probability of 90%. If blue event is True, then purple event is True with probability of 65%. If blue event is True, then purple event is False with probability of 35%. If purple event is False, then pink event is True with probability of 9%. If purple event is False, then pink event is False with probability of 91%. If purple event is True, then pink event is True with probability of 97%. If purple event is True, then pink event is False with probability of 3%. If black event is False, then blue event is True with probability of 24%. If black event is False, then blue event is False with probability of 76%. If black event is True, then blue event is True with probability of 59%. If black event is True, then blue event is False with probability of 41%. black event is true with probability of 33%. black event is false with probability of 67%. ",What is the probability that blue event is False given that pink event is True and black event is False?,0.4598857764481914,"('blue event',) -> purple event | ('purple event',) -> pink event | ('black event',) -> blue event | () -> black event",4,n2|n1n3|,ftf,0.3133999999995751
"If orange event is False, then grey event is True with probability of 29%. If orange event is False, then grey event is False with probability of 71%. If orange event is True, then grey event is True with probability of 39%. If orange event is True, then grey event is False with probability of 61%. If blue event is False, then yellow event is True with probability of 5%. If blue event is False, then yellow event is False with probability of 95%. If blue event is True, then yellow event is True with probability of 92%. If blue event is True, then yellow event is False with probability of 8%. If orange event is False, then blue event is True with probability of 89%. If orange event is False, then blue event is False with probability of 11%. If orange event is True, then blue event is True with probability of 28%. If orange event is True, then blue event is False with probability of 72%. orange event is true with probability of 49%. orange event is false with probability of 51%. ",What is the probability that orange event is True given that grey event is True and yellow event is False?,0.8385751017197454,"('orange event',) -> grey event | ('blue event',) -> yellow event | ('orange event',) -> blue event | () -> orange event",4,n3|n0n1|,ttf,0.2814999999998235
"If white event is False, then purple event is True with probability of 73%. If white event is False, then purple event is False with probability of 27%. If white event is True, then purple event is True with probability of 41%. If white event is True, then purple event is False with probability of 59%. If white event is False, then red event is True with probability of 8%. If white event is False, then red event is False with probability of 92%. If white event is True, then red event is True with probability of 30%. If white event is True, then red event is False with probability of 70%. white event is true with probability of 92%. white event is false with probability of 8%. If white event is False, then orange event is True with probability of 4%. If white event is False, then orange event is False with probability of 96%. If white event is True, then orange event is True with probability of 76%. If white event is True, then orange event is False with probability of 24%. ",What is the probability that red event is True and orange event is False given that purple event is False and white event is False?,0.0768,"('white event',) -> purple event | ('white event',) -> red event | () -> white event | ('white event',) -> orange event",4,n1n3|n0n2|,tfff,0.3330999999988648
"If black event is False, then white event is True with probability of 95%. If black event is False, then white event is False with probability of 5%. If black event is True, then white event is True with probability of 1%. If black event is True, then white event is False with probability of 99%. If blue event is False, then yellow event is True with probability of 50%. If blue event is False, then yellow event is False with probability of 50%. If blue event is True, then yellow event is True with probability of 59%. If blue event is True, then yellow event is False with probability of 41%. If black event is False, then blue event is True with probability of 13%. If black event is False, then blue event is False with probability of 87%. If black event is True, then blue event is True with probability of 1%. If black event is True, then blue event is False with probability of 99%. black event is true with probability of 28%. black event is false with probability of 72%. ",What is the probability that blue event is False and black event is False given that white event is False and yellow event is True?,0.0995735505181258,"('black event',) -> white event | ('blue event',) -> yellow event | ('black event',) -> blue event | () -> black event",4,n2n3|n0n1|,ffft,0.296500000001032
"If yellow event is False, then black event is True with probability of 20%. If yellow event is False, then black event is False with probability of 80%. If yellow event is True, then black event is True with probability of 23%. If yellow event is True, then black event is False with probability of 77%. If black event is False, then white event is True with probability of 32%. If black event is False, then white event is False with probability of 68%. If black event is True, then white event is True with probability of 9%. If black event is True, then white event is False with probability of 91%. If cyan event is False, then yellow event is True with probability of 26%. If cyan event is False, then yellow event is False with probability of 74%. If cyan event is True, then yellow event is True with probability of 38%. If cyan event is True, then yellow event is False with probability of 62%. cyan event is true with probability of 22%. cyan event is false with probability of 78%. ",What is the probability that yellow event is False given that white event is False and cyan event is False?,0.7381759124147766,"('yellow event',) -> black event | ('black event',) -> white event | ('cyan event',) -> yellow event | () -> cyan event",4,n2|n1n3|,fff,0.3569999999974982
"If purple event is False, then blue event is True with probability of 50%. If purple event is False, then blue event is False with probability of 50%. If purple event is True, then blue event is True with probability of 4%. If purple event is True, then blue event is False with probability of 96%. If blue event is False, then cyan event is True with probability of 40%. If blue event is False, then cyan event is False with probability of 60%. If blue event is True, then cyan event is True with probability of 84%. If blue event is True, then cyan event is False with probability of 16%. If grey event is False, then purple event is True with probability of 33%. If grey event is False, then purple event is False with probability of 67%. If grey event is True, then purple event is True with probability of 87%. If grey event is True, then purple event is False with probability of 13%. grey event is true with probability of 19%. grey event is false with probability of 81%. ",What is the probability that cyan event is False and purple event is False and grey event is False?,0.206226,"('purple event',) -> blue event | ('blue event',) -> cyan event | ('grey event',) -> purple event | () -> grey event",4,n1n2n3||,fff,0.3537000000015666
"If pink event is False, then blue event is True with probability of 48%. If pink event is False, then blue event is False with probability of 52%. If pink event is True, then blue event is True with probability of 89%. If pink event is True, then blue event is False with probability of 11%. If blue event is False, then grey event is True with probability of 51%. If blue event is False, then grey event is False with probability of 49%. If blue event is True, then grey event is True with probability of 49%. If blue event is True, then grey event is False with probability of 51%. If yellow event is False, then pink event is True with probability of 40%. If yellow event is False, then pink event is False with probability of 60%. If yellow event is True, then pink event is True with probability of 94%. If yellow event is True, then pink event is False with probability of 6%. yellow event is true with probability of 88%. yellow event is false with probability of 12%. ",What is the probability that blue event is False and grey event is True?,0.08219568,"('pink event',) -> blue event | ('blue event',) -> grey event | ('yellow event',) -> pink event | () -> yellow event",4,n0n1||,ft,0.3722999999986598
"If grey event is False, then cyan event is True with probability of 89%. If grey event is False, then cyan event is False with probability of 11%. If grey event is True, then cyan event is True with probability of 43%. If grey event is True, then cyan event is False with probability of 57%. If cyan event is False, then pink event is True with probability of 1%. If cyan event is False, then pink event is False with probability of 99%. If cyan event is True, then pink event is True with probability of 91%. If cyan event is True, then pink event is False with probability of 9%. If red event is False, then grey event is True with probability of 6%. If red event is False, then grey event is False with probability of 94%. If red event is True, then grey event is True with probability of 68%. If red event is True, then grey event is False with probability of 32%. red event is true with probability of 19%. red event is false with probability of 81%. ",What is the probability that cyan event is False and red event is False given that pink event is False and grey event is False?,0.5335823748132189,"('grey event',) -> cyan event | ('cyan event',) -> pink event | ('red event',) -> grey event | () -> red event",4,n0n3|n1n2|,ffff,0.3513999999995576
"If grey event is False, then cyan event is True with probability of 84%. If grey event is False, then cyan event is False with probability of 16%. If grey event is True, then cyan event is True with probability of 18%. If grey event is True, then cyan event is False with probability of 82%. If yellow event is False, then black event is True with probability of 51%. If yellow event is False, then black event is False with probability of 49%. If yellow event is True, then black event is True with probability of 31%. If yellow event is True, then black event is False with probability of 69%. If grey event is False, then yellow event is True with probability of 70%. If grey event is False, then yellow event is False with probability of 30%. If grey event is True, then yellow event is True with probability of 76%. If grey event is True, then yellow event is False with probability of 24%. grey event is true with probability of 9%. grey event is false with probability of 91%. ",What is the probability that cyan event is False given that black event is False?,0.2204278379920136,"('grey event',) -> cyan event | ('yellow event',) -> black event | ('grey event',) -> yellow event | () -> grey event",4,n0|n1|,ff,0.3796999999998718
"If orange event is False, then black event is True with probability of 47%. If orange event is False, then black event is False with probability of 53%. If orange event is True, then black event is True with probability of 93%. If orange event is True, then black event is False with probability of 7%. orange event is true with probability of 82%. orange event is false with probability of 18%. If black event is False, then cyan event is True with probability of 67%. If black event is False, then cyan event is False with probability of 33%. If black event is True, then cyan event is True with probability of 8%. If black event is True, then cyan event is False with probability of 92%. If black event is False, then purple event is True with probability of 49%. If black event is False, then purple event is False with probability of 51%. If black event is True, then purple event is True with probability of 82%. If black event is True, then purple event is False with probability of 18%. ",What is the probability that black event is True and cyan event is True given that purple event is True?,0.072216805097872,"('orange event',) -> black event | () -> orange event | ('black event',) -> cyan event | ('black event',) -> purple event",4,n0n2|n3|,ttt,0.3458999999992329
"If black event is False, then cyan event is True with probability of 26%. If black event is False, then cyan event is False with probability of 74%. If black event is True, then cyan event is True with probability of 48%. If black event is True, then cyan event is False with probability of 52%. If pink event is False, then red event is True with probability of 20%. If pink event is False, then red event is False with probability of 80%. If pink event is True, then red event is True with probability of 76%. If pink event is True, then red event is False with probability of 24%. If black event is False, then pink event is True with probability of 75%. If black event is False, then pink event is False with probability of 25%. If black event is True, then pink event is True with probability of 75%. If black event is True, then pink event is False with probability of 25%. black event is true with probability of 62%. black event is false with probability of 38%. ",What is the probability that red event is True and pink event is True given that cyan event is True?,0.5700000000000001,"('black event',) -> cyan event | ('pink event',) -> red event | ('black event',) -> pink event | () -> black event",4,n1n2|n0|,ttt,0.3339999999987242
"If red event is False, then black event is True with probability of 92%. If red event is False, then black event is False with probability of 8%. If red event is True, then black event is True with probability of 48%. If red event is True, then black event is False with probability of 52%. If black event is False, then orange event is True with probability of 30%. If black event is False, then orange event is False with probability of 70%. If black event is True, then orange event is True with probability of 60%. If black event is True, then orange event is False with probability of 40%. If purple event is False, then red event is True with probability of 24%. If purple event is False, then red event is False with probability of 76%. If purple event is True, then red event is True with probability of 95%. If purple event is True, then red event is False with probability of 5%. purple event is true with probability of 95%. purple event is false with probability of 5%. ",What is the probability that orange event is False given that red event is False and purple event is True?,0.424,"('red event',) -> black event | ('black event',) -> orange event | ('purple event',) -> red event | () -> purple event",4,n1|n2n3|,fft,0.3673000000006254
"If yellow event is False, then red event is True with probability of 80%. If yellow event is False, then red event is False with probability of 20%. If yellow event is True, then red event is True with probability of 16%. If yellow event is True, then red event is False with probability of 84%. If yellow event is False, then grey event is True with probability of 17%. If yellow event is False, then grey event is False with probability of 83%. If yellow event is True, then grey event is True with probability of 37%. If yellow event is True, then grey event is False with probability of 63%. yellow event is true with probability of 30%. yellow event is false with probability of 70%. If yellow event is False, then black event is True with probability of 89%. If yellow event is False, then black event is False with probability of 11%. If yellow event is True, then black event is True with probability of 14%. If yellow event is True, then black event is False with probability of 86%. ",What is the probability that grey event is False and yellow event is False given that red event is True and black event is True?,0.8189578713968958,"('yellow event',) -> red event | ('yellow event',) -> grey event | () -> yellow event | ('yellow event',) -> black event",4,n1n2|n0n3|,fftt,0.2876000000000545
"If pink event is False, then black event is True with probability of 3%. If pink event is False, then black event is False with probability of 97%. If pink event is True, then black event is True with probability of 6%. If pink event is True, then black event is False with probability of 94%. pink event is true with probability of 71%. pink event is false with probability of 29%. If black event is False, then red event is True with probability of 7%. If black event is False, then red event is False with probability of 93%. If black event is True, then red event is True with probability of 42%. If black event is True, then red event is False with probability of 58%. If black event is False, then grey event is True with probability of 89%. If black event is False, then grey event is False with probability of 11%. If black event is True, then grey event is True with probability of 34%. If black event is True, then grey event is False with probability of 66%. ",What is the probability that black event is True and pink event is True and red event is False given that grey event is False?,0.1179848786311181,"('pink event',) -> black event | () -> pink event | ('black event',) -> red event | ('black event',) -> grey event",4,n0n1n2|n3|,ttff,0.3835999999992623
"If grey event is False, then blue event is True with probability of 67%. If grey event is False, then blue event is False with probability of 33%. If grey event is True, then blue event is True with probability of 44%. If grey event is True, then blue event is False with probability of 56%. If pink event is False, then orange event is True with probability of 87%. If pink event is False, then orange event is False with probability of 13%. If pink event is True, then orange event is True with probability of 48%. If pink event is True, then orange event is False with probability of 52%. If grey event is False, then pink event is True with probability of 34%. If grey event is False, then pink event is False with probability of 66%. If grey event is True, then pink event is True with probability of 14%. If grey event is True, then pink event is False with probability of 86%. grey event is true with probability of 80%. grey event is false with probability of 20%. ",What is the probability that blue event is False and orange event is True and pink event is False?,0.3730908,"('grey event',) -> blue event | ('pink event',) -> orange event | ('grey event',) -> pink event | () -> grey event",4,n0n1n2||,ftf,0.3647999999998319
"If blue event is False, then grey event is True with probability of 13%. If blue event is False, then grey event is False with probability of 87%. If blue event is True, then grey event is True with probability of 83%. If blue event is True, then grey event is False with probability of 17%. If blue event is False, then orange event is True with probability of 79%. If blue event is False, then orange event is False with probability of 21%. If blue event is True, then orange event is True with probability of 82%. If blue event is True, then orange event is False with probability of 18%. blue event is true with probability of 57%. blue event is false with probability of 43%. If blue event is False, then white event is True with probability of 38%. If blue event is False, then white event is False with probability of 62%. If blue event is True, then white event is True with probability of 44%. If blue event is True, then white event is False with probability of 56%. ",What is the probability that grey event is True and white event is True given that orange event is False and blue event is False?,0.0494,"('blue event',) -> grey event | ('blue event',) -> orange event | () -> blue event | ('blue event',) -> white event",4,n0n3|n1n2|,ttff,0.3339000000011083
"If cyan event is False, then orange event is True with probability of 40%. If cyan event is False, then orange event is False with probability of 60%. If cyan event is True, then orange event is True with probability of 57%. If cyan event is True, then orange event is False with probability of 43%. cyan event is true with probability of 52%. cyan event is false with probability of 48%. If orange event is False, then purple event is True with probability of 56%. If orange event is False, then purple event is False with probability of 44%. If orange event is True, then purple event is True with probability of 78%. If orange event is True, then purple event is False with probability of 22%. If orange event is False, then white event is True with probability of 59%. If orange event is False, then white event is False with probability of 41%. If orange event is True, then white event is True with probability of 48%. If orange event is True, then white event is False with probability of 52%. ",What is the probability that purple event is False and white event is False given that orange event is False and cyan event is False?,0.1804,"('cyan event',) -> orange event | () -> cyan event | ('orange event',) -> purple event | ('orange event',) -> white event",4,n2n3|n0n1|,ffff,0.3893999999995401
"If white event is False, then purple event is True with probability of 6%. If white event is False, then purple event is False with probability of 94%. If white event is True, then purple event is True with probability of 35%. If white event is True, then purple event is False with probability of 65%. If yellow event is False, then black event is True with probability of 15%. If yellow event is False, then black event is False with probability of 85%. If yellow event is True, then black event is True with probability of 53%. If yellow event is True, then black event is False with probability of 47%. If white event is False, then yellow event is True with probability of 36%. If white event is False, then yellow event is False with probability of 64%. If white event is True, then yellow event is True with probability of 2%. If white event is True, then yellow event is False with probability of 98%. white event is true with probability of 34%. white event is false with probability of 66%. ",What is the probability that black event is True and yellow event is False given that purple event is True and white event is True?,0.147,"('white event',) -> purple event | ('yellow event',) -> black event | ('white event',) -> yellow event | () -> white event",4,n1n2|n0n3|,tftt,0.328800000000129
"If cyan event is False, then yellow event is True with probability of 51%. If cyan event is False, then yellow event is False with probability of 49%. If cyan event is True, then yellow event is True with probability of 97%. If cyan event is True, then yellow event is False with probability of 3%. If cyan event is False, then purple event is True with probability of 80%. If cyan event is False, then purple event is False with probability of 20%. If cyan event is True, then purple event is True with probability of 56%. If cyan event is True, then purple event is False with probability of 44%. cyan event is true with probability of 10%. cyan event is false with probability of 90%. If cyan event is False, then pink event is True with probability of 65%. If cyan event is False, then pink event is False with probability of 35%. If cyan event is True, then pink event is True with probability of 70%. If cyan event is True, then pink event is False with probability of 30%. ",What is the probability that yellow event is False and purple event is False and pink event is False given that cyan event is False?,0.0342999999999999,"('cyan event',) -> yellow event | ('cyan event',) -> purple event | () -> cyan event | ('cyan event',) -> pink event",4,n0n1n3|n2|,ffff,0.3562999999999761
"If yellow event is False, then blue event is True with probability of 43%. If yellow event is False, then blue event is False with probability of 57%. If yellow event is True, then blue event is True with probability of 10%. If yellow event is True, then blue event is False with probability of 90%. If yellow event is False, then purple event is True with probability of 23%. If yellow event is False, then purple event is False with probability of 77%. If yellow event is True, then purple event is True with probability of 58%. If yellow event is True, then purple event is False with probability of 42%. yellow event is true with probability of 23%. yellow event is false with probability of 77%. If yellow event is False, then orange event is True with probability of 93%. If yellow event is False, then orange event is False with probability of 7%. If yellow event is True, then orange event is True with probability of 2%. If yellow event is True, then orange event is False with probability of 98%. ",What is the probability that purple event is False and orange event is False given that blue event is False and yellow event is False?,0.0538999999999999,"('yellow event',) -> blue event | ('yellow event',) -> purple event | () -> yellow event | ('yellow event',) -> orange event",4,n1n3|n0n2|,ffff,0.3494000000010544
"If white event is False, then pink event is True with probability of 76%. If white event is False, then pink event is False with probability of 24%. If white event is True, then pink event is True with probability of 12%. If white event is True, then pink event is False with probability of 88%. If red event is False, then cyan event is True with probability of 38%. If red event is False, then cyan event is False with probability of 62%. If red event is True, then cyan event is True with probability of 88%. If red event is True, then cyan event is False with probability of 12%. If white event is False, then red event is True with probability of 50%. If white event is False, then red event is False with probability of 50%. If white event is True, then red event is True with probability of 42%. If white event is True, then red event is False with probability of 58%. white event is true with probability of 39%. white event is false with probability of 61%. ",What is the probability that red event is False given that pink event is False and cyan event is True?,0.3510358306188925,"('white event',) -> pink event | ('red event',) -> cyan event | ('white event',) -> red event | () -> white event",4,n2|n0n1|,fft,0.3370000000018081
"If grey event is False, then purple event is True with probability of 86%. If grey event is False, then purple event is False with probability of 14%. If grey event is True, then purple event is True with probability of 31%. If grey event is True, then purple event is False with probability of 69%. If grey event is False, then blue event is True with probability of 11%. If grey event is False, then blue event is False with probability of 89%. If grey event is True, then blue event is True with probability of 12%. If grey event is True, then blue event is False with probability of 88%. grey event is true with probability of 75%. grey event is false with probability of 25%. If grey event is False, then black event is True with probability of 91%. If grey event is False, then black event is False with probability of 9%. If grey event is True, then black event is True with probability of 99%. If grey event is True, then black event is False with probability of 1%. ",What is the probability that grey event is True given that purple event is True and blue event is True and black event is False?,0.1158878504672897,"('grey event',) -> purple event | ('grey event',) -> blue event | () -> grey event | ('grey event',) -> black event",4,n2|n0n1n3|,tttf,0.2659999999998774
"If red event is False, then pink event is True with probability of 16%. If red event is False, then pink event is False with probability of 84%. If red event is True, then pink event is True with probability of 61%. If red event is True, then pink event is False with probability of 39%. If pink event is False, then orange event is True with probability of 4%. If pink event is False, then orange event is False with probability of 96%. If pink event is True, then orange event is True with probability of 9%. If pink event is True, then orange event is False with probability of 91%. If cyan event is False, then red event is True with probability of 59%. If cyan event is False, then red event is False with probability of 41%. If cyan event is True, then red event is True with probability of 57%. If cyan event is True, then red event is False with probability of 43%. cyan event is true with probability of 56%. cyan event is false with probability of 44%. ",What is the probability that orange event is False and red event is False given that pink event is False and cyan event is True?,0.594262210796915,"('red event',) -> pink event | ('pink event',) -> orange event | ('cyan event',) -> red event | () -> cyan event",4,n1n2|n0n3|,ffft,0.3506999999984828
"If pink event is False, then purple event is True with probability of 76%. If pink event is False, then purple event is False with probability of 24%. If pink event is True, then purple event is True with probability of 31%. If pink event is True, then purple event is False with probability of 69%. If purple event is False, then cyan event is True with probability of 1%. If purple event is False, then cyan event is False with probability of 99%. If purple event is True, then cyan event is True with probability of 47%. If purple event is True, then cyan event is False with probability of 53%. If grey event is False, then pink event is True with probability of 26%. If grey event is False, then pink event is False with probability of 74%. If grey event is True, then pink event is True with probability of 9%. If grey event is True, then pink event is False with probability of 91%. grey event is true with probability of 6%. grey event is false with probability of 94%. ",What is the probability that cyan event is False and pink event is True?,0.2116805199999999,"('pink event',) -> purple event | ('purple event',) -> cyan event | ('grey event',) -> pink event | () -> grey event",4,n1n2||,ft,0.3792000000011342
"If blue event is False, then grey event is True with probability of 9%. If blue event is False, then grey event is False with probability of 91%. If blue event is True, then grey event is True with probability of 64%. If blue event is True, then grey event is False with probability of 36%. If grey event is False, then purple event is True with probability of 59%. If grey event is False, then purple event is False with probability of 41%. If grey event is True, then purple event is True with probability of 29%. If grey event is True, then purple event is False with probability of 71%. If red event is False, then blue event is True with probability of 23%. If red event is False, then blue event is False with probability of 77%. If red event is True, then blue event is True with probability of 44%. If red event is True, then blue event is False with probability of 56%. red event is true with probability of 49%. red event is false with probability of 51%. ",What is the probability that grey event is True and purple event is False given that blue event is False?,0.0638999999999999,"('blue event',) -> grey event | ('grey event',) -> purple event | ('red event',) -> blue event | () -> red event",4,n0n1|n2|,tff,0.4041000000007955
"If black event is False, then purple event is True with probability of 10%. If black event is False, then purple event is False with probability of 90%. If black event is True, then purple event is True with probability of 43%. If black event is True, then purple event is False with probability of 57%. If white event is False, then pink event is True with probability of 73%. If white event is False, then pink event is False with probability of 27%. If white event is True, then pink event is True with probability of 63%. If white event is True, then pink event is False with probability of 37%. If black event is False, then white event is True with probability of 60%. If black event is False, then white event is False with probability of 40%. If black event is True, then white event is True with probability of 64%. If black event is True, then white event is False with probability of 36%. black event is true with probability of 12%. black event is false with probability of 88%. ",What is the probability that purple event is True and pink event is False and black event is False given that white event is True?,0.0323015873015873,"('black event',) -> purple event | ('white event',) -> pink event | ('black event',) -> white event | () -> black event",4,n0n1n3|n2|,tfft,0.3297999999993806
"If white event is False, then orange event is True with probability of 13%. If white event is False, then orange event is False with probability of 87%. If white event is True, then orange event is True with probability of 47%. If white event is True, then orange event is False with probability of 53%. If white event is False, then red event is True with probability of 89%. If white event is False, then red event is False with probability of 11%. If white event is True, then red event is True with probability of 66%. If white event is True, then red event is False with probability of 34%. white event is true with probability of 6%. white event is false with probability of 94%. If white event is False, then grey event is True with probability of 80%. If white event is False, then grey event is False with probability of 20%. If white event is True, then grey event is True with probability of 84%. If white event is True, then grey event is False with probability of 16%. ",What is the probability that red event is False given that orange event is False and grey event is True?,0.119022309942551,"('white event',) -> orange event | ('white event',) -> red event | () -> white event | ('white event',) -> grey event",4,n1|n0n3|,fft,0.2984000000019193
"If orange event is False, then purple event is True with probability of 17%. If orange event is False, then purple event is False with probability of 83%. If orange event is True, then purple event is True with probability of 95%. If orange event is True, then purple event is False with probability of 5%. If purple event is False, then red event is True with probability of 59%. If purple event is False, then red event is False with probability of 41%. If purple event is True, then red event is True with probability of 30%. If purple event is True, then red event is False with probability of 70%. If grey event is False, then orange event is True with probability of 20%. If grey event is False, then orange event is False with probability of 80%. If grey event is True, then orange event is True with probability of 77%. If grey event is True, then orange event is False with probability of 23%. grey event is true with probability of 9%. grey event is false with probability of 91%. ",What is the probability that red event is True and orange event is True given that purple event is True?,0.1956769413191845,"('orange event',) -> purple event | ('purple event',) -> red event | ('grey event',) -> orange event | () -> grey event",4,n1n2|n0|,ttt,0.3439000000007297
"If blue event is False, then red event is True with probability of 41%. If blue event is False, then red event is False with probability of 59%. If blue event is True, then red event is True with probability of 80%. If blue event is True, then red event is False with probability of 20%. If red event is False, then yellow event is True with probability of 14%. If red event is False, then yellow event is False with probability of 86%. If red event is True, then yellow event is True with probability of 88%. If red event is True, then yellow event is False with probability of 12%. If white event is False, then blue event is True with probability of 89%. If white event is False, then blue event is False with probability of 11%. If white event is True, then blue event is True with probability of 74%. If white event is True, then blue event is False with probability of 26%. white event is true with probability of 16%. white event is false with probability of 84%. ",What is the probability that yellow event is True given that blue event is False and white event is False?,0.4434,"('blue event',) -> red event | ('red event',) -> yellow event | ('white event',) -> blue event | () -> white event",4,n1|n2n3|,tff,0.389099999999587
